,path,file_name,path_OD,path_OC,disc_center,tag,dataset,shape,path_OD_png,path_OC_png
33,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_017.png,drishtiGS_017.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_017/drishtiGS_017_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_017/drishtiGS_017_CupAvgBoundary.txt,"(830, 865)",Normal,drishti,"(1750, 2049, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_017/drishtiGS_017_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_017/drishtiGS_017_CupAvgBoundary_OC_img.png
34,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_018.png,drishtiGS_018.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_018/drishtiGS_018_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_018/drishtiGS_018_CupAvgBoundary.txt,"(1045, 930)",Normal,drishti,"(1750, 2048, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_018/drishtiGS_018_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_018/drishtiGS_018_CupAvgBoundary_OC_img.png
35,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_033.png,drishtiGS_033.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_033/drishtiGS_033_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_033/drishtiGS_033_CupAvgBoundary.txt,"(1180, 915)",Normal,drishti,"(1759, 2049, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_033/drishtiGS_033_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_033/drishtiGS_033_CupAvgBoundary_OC_img.png
36,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_035.png,drishtiGS_035.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_035/drishtiGS_035_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_035/drishtiGS_035_CupAvgBoundary.txt,"(969, 963)",Normal,drishti,"(1845, 2050, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_035/drishtiGS_035_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_035/drishtiGS_035_CupAvgBoundary_OC_img.png
37,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_036.png,drishtiGS_036.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_036/drishtiGS_036_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_036/drishtiGS_036_CupAvgBoundary.txt,"(978, 996)",Normal,drishti,"(1759, 2048, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_036/drishtiGS_036_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_036/drishtiGS_036_CupAvgBoundary_OC_img.png
38,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_037.png,drishtiGS_037.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_037/drishtiGS_037_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_037/drishtiGS_037_CupAvgBoundary.txt,"(984, 1037)",Normal,drishti,"(1760, 2048, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_037/drishtiGS_037_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_037/drishtiGS_037_CupAvgBoundary_OC_img.png
39,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_041.png,drishtiGS_041.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_041/drishtiGS_041_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_041/drishtiGS_041_CupAvgBoundary.txt,"(1002, 1102)",Normal,drishti,"(1751, 2052, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_041/drishtiGS_041_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_041/drishtiGS_041_CupAvgBoundary_OC_img.png
40,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_042.png,drishtiGS_042.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_042/drishtiGS_042_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_042/drishtiGS_042_CupAvgBoundary.txt,"(985, 942)",Normal,drishti,"(1750, 2050, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_042/drishtiGS_042_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_042/drishtiGS_042_CupAvgBoundary_OC_img.png
41,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_046.png,drishtiGS_046.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_046/drishtiGS_046_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_046/drishtiGS_046_CupAvgBoundary.txt,"(1012, 873)",Normal,drishti,"(1749, 2049, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_046/drishtiGS_046_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_046/drishtiGS_046_CupAvgBoundary_OC_img.png
42,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_047.png,drishtiGS_047.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_047/drishtiGS_047_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_047/drishtiGS_047_CupAvgBoundary.txt,"(1154, 1108)",Normal,drishti,"(1749, 2048, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_047/drishtiGS_047_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_047/drishtiGS_047_CupAvgBoundary_OC_img.png
43,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_057.png,drishtiGS_057.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_057/drishtiGS_057_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_057/drishtiGS_057_CupAvgBoundary.txt,"(1064, 1046)",Normal,drishti,"(1761, 2048, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_057/drishtiGS_057_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_057/drishtiGS_057_CupAvgBoundary_OC_img.png
44,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_089.png,drishtiGS_089.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_089/drishtiGS_089_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_089/drishtiGS_089_CupAvgBoundary.txt,"(1021, 1031)",Normal,drishti,"(1749, 2049, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_089/drishtiGS_089_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_089/drishtiGS_089_CupAvgBoundary_OC_img.png
45,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_090.png,drishtiGS_090.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_090/drishtiGS_090_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_090/drishtiGS_090_CupAvgBoundary.txt,"(1081, 962)",Normal,drishti,"(1749, 2049, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_090/drishtiGS_090_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_090/drishtiGS_090_CupAvgBoundary_OC_img.png
46,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_092.png,drishtiGS_092.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_092/drishtiGS_092_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_092/drishtiGS_092_CupAvgBoundary.txt,"(906, 1055)",Normal,drishti,"(1749, 2050, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_092/drishtiGS_092_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_092/drishtiGS_092_CupAvgBoundary_OC_img.png
47,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_094.png,drishtiGS_094.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_094/drishtiGS_094_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_094/drishtiGS_094_CupAvgBoundary.txt,"(957, 1006)",Normal,drishti,"(1750, 2049, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_094/drishtiGS_094_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_094/drishtiGS_094_CupAvgBoundary_OC_img.png
48,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_098.png,drishtiGS_098.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_098/drishtiGS_098_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_098/drishtiGS_098_CupAvgBoundary.txt,"(835, 983)",Normal,drishti,"(1749, 2048, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_098/drishtiGS_098_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_098/drishtiGS_098_CupAvgBoundary_OC_img.png
49,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/images/Normal/drishtiGS_101.png,drishtiGS_101.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_101/drishtiGS_101_ODAvgBoundary.txt,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_101/drishtiGS_101_CupAvgBoundary.txt,"(1043, 1019)",Normal,drishti,"(1749, 2048, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_101/drishtiGS_101_ODAvgBoundary_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/Drishti/gt/Normal/drishtiGS_101/drishtiGS_101_CupAvgBoundary_OC_img.png
50,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0001.jpg,g0001.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0001.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0001.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0001_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0001_OC_img.png
51,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0002.jpg,g0002.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0002.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0002.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0002_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0002_OC_img.png
52,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0003.jpg,g0003.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0003.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0003.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0003_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0003_OC_img.png
53,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0004.jpg,g0004.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0004.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0004.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0004_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0004_OC_img.png
54,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0005.jpg,g0005.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0005.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0005.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0005_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0005_OC_img.png
55,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0006.jpg,g0006.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0006.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0006.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0006_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0006_OC_img.png
56,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0007.jpg,g0007.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0007.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0007.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0007_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0007_OC_img.png
57,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0008.jpg,g0008.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0008.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0008.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0008_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0008_OC_img.png
58,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0009.jpg,g0009.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0009.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0009.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0009_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0009_OC_img.png
59,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0010.jpg,g0010.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0010.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0010.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0010_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0010_OC_img.png
60,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0011.jpg,g0011.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0011.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0011.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0011_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0011_OC_img.png
61,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0012.jpg,g0012.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0012.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0012.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0012_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0012_OC_img.png
62,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0013.jpg,g0013.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0013.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0013.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0013_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0013_OC_img.png
63,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0014.jpg,g0014.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0014.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0014.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0014_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0014_OC_img.png
64,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0015.jpg,g0015.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0015.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0015.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0015_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0015_OC_img.png
65,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0016.jpg,g0016.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0016.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0016.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0016_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0016_OC_img.png
66,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0017.jpg,g0017.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0017.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0017.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0017_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0017_OC_img.png
67,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0018.jpg,g0018.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0018.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0018.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0018_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0018_OC_img.png
68,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0019.jpg,g0019.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0019.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0019.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0019_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0019_OC_img.png
69,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0020.jpg,g0020.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0020.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0020.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0020_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0020_OC_img.png
70,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0021.jpg,g0021.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0021.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0021.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0021_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0021_OC_img.png
71,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Glaucoma/g0022.jpg,g0022.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0022.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0022.bmp,"(-99, -99)",Glaucoma,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0022_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Glaucoma/g0022_OC_img.png
